0.132653714,0.368680299,0.0538
-0.262254967,0.132653714,-0.1138
-0.068276416,-0.262254967,-0.0273
-0.198183467,-0.068276416,-0.0825
0.21792587,-0.198183467,0.0917
0.172582418,0.21792587,0.071
-0.320777001,0.172582418,-0.1481
0.334046712,-0.320777001,0.1573
0.298041449,0.334046712,0.1338
0.35764919,0.298041449,0.1761
0.186060431,0.35764919,0.077
-0.217715074,0.186060431,-0.0916
-0.10190829,-0.217715074,-0.041
-0.255743394,-0.10190829,-0.1104
-0.30219507,-0.255743394,-0.1363
0.091666565,-0.30219507,0.0368
0.182714974,0.091666565,0.0755
0.083328559,0.182714974,0.0334
0.120974574,0.083328559,0.0489
0.179802438,0.120974574,0.0742
-0.000251327,0.179802438,-0.0001
-0.380032408,-0.000251327,-0.1995
-0.107487236,-0.380032408,-0.0433
0.192040408,-0.107487236,0.0797
-0.040394736,0.192040408,-0.0161
0.098501916,-0.040394736,0.0396
-0.148184068,0.098501916,-0.0604
-0.017085065,-0.148184068,-0.0068
-0.377695413,-0.017085065,-0.1966
0.359871889,-0.377695413,0.1781
0.371539341,0.359871889,0.1896
-0.376437367,0.371539341,-0.1951
0.201449281,-0.376437367,0.084
-0.197090937,0.201449281,-0.082
-0.129091311,-0.197090937,-0.0523
0.218136579,-0.129091311,0.0918
0.203400198,0.218136579,0.0849
0.107245132,0.203400198,0.0432
-0.047888393,0.107245132,-0.0191
-0.173262304,-0.047888393,-0.0713
-0.223792903,-0.173262304,-0.0945
0.114248585,-0.223792903,0.0461
-0.138328919,0.114248585,-0.0562
0.193801716,-0.138328919,0.0805
0.167349766,0.193801716,0.0687
0.216025625,0.167349766,0.0908
0.351126331,0.216025625,0.1705
0.157474089,0.351126331,0.0644
0.233688534,0.157474089,0.0993
-0.091911186,0.233688534,-0.0369
-0.224209348,-0.091911186,-0.0947
-0.059841749,-0.224209348,-0.0239
-0.303672174,-0.059841749,-0.1372
0.158859156,-0.303672174,0.065
0.281238761,0.158859156,0.1241
-0.370126259,0.281238761,-0.1881
0.135022123,-0.370126259,0.0548
0.224625439,0.135022123,0.0949
-0.272165585,0.224625439,-0.1191
0.318814458,-0.272165585,0.1468
0.293472972,0.318814458,0.1311
-0.095087919,0.293472972,-0.0382
-0.25670837,-0.095087919,-0.1109
0.114007705,-0.25670837,0.046
0.012564304,0.114007705,0.005
-0.022105545,0.012564304,-0.0088
-0.283375356,-0.022105545,-0.1253
0.339470568,-0.283375356,0.1613
-0.25438819,0.339470568,-0.1097
0.361178253,-0.25438819,0.1793
-0.312799739,0.361178253,-0.1429
0.328124647,-0.312799739,0.1531
-0.130280068,0.328124647,-0.0528
-0.31027762,-0.130280068,-0.1413
0.222332568,-0.31027762,0.0938
0.362464084,0.222332568,0.1805
-0.211778217,0.362464084,-0.0888
0.36414646,-0.211778217,0.1821
-0.318814458,0.36414646,-0.1468
0.26073349,-0.318814458,0.113
-0.225041175,0.26073349,-0.0951
0.119776191,-0.225041175,0.0484
0.357986204,0.119776191,0.1764
0.331396252,0.357986204,0.1554
-0.197528183,0.331396252,-0.0822
0.35525458,-0.197528183,0.174
-0.220238921,0.35525458,-0.0928
-0.378839322,-0.220238921,-0.198
0.177779029,-0.378839322,0.0733
